ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales,year,month
10164,36,99.17,8,2.6391405037800138e+28,10/21/2003 0:00,Resolved,4,10,2003,Trucks and Buses,116,S18_1097,Mini Auto Werke,7675-3555,Kirchgasse 6,nan,Graz,nan,8010,Austria,EMEA,Mendel,Roland,Medium,162454316771824.0,2013,January
10174,48,93.34,3,1.623574686043411e+29,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,nan,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,402936060193600.8,2014,January
10183,21,96.84,7,2.9254494894987763e+26,11/13/2003 0:00,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",2155554695,782 First Street,nan,Philadelphia,PA,71270,USA,nan,Cervantes,Francisca,Small,17103945420571.174,2014,January
10194,21,93.34,10,2.179198193754478e+26,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",nan,Lyon,nan,69004,France,EMEA,Saveley,Mary,Small,14762107551953.678,2014,January
10206,34,100.0,5,6.130627363023464e+28,12/5/2003 0:00,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,nan,Vancouver,BC,V3F 2K1,Canada,nan,Tannamuri,Yoshi,Medium,247601037215587.28,2015,January
10215,46,100.0,2,4.9637149658910936e+29,1/29/2004 0:00,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,nan,Burbank,CA,94019,USA,nan,Thompson,Steve,Medium,704536369954816.0,2005,January
10228,32,100.0,1,1.6244794399670245e+28,3/10/2004 0:00,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,6175555555,4658 Baden Av.,nan,Cambridge,MA,51247,USA,nan,Tseng,Kyung,Medium,127455068160000.0,2007,January
10245,29,100.0,8,2.0116835950524287e+28,5/4/2004 0:00,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,Super Scale Inc.,2035559545,567 North Pendale Street,nan,New Haven,CT,97823,USA,nan,Murphy,Leslie,Medium,141833832178801.0,2009,January
10258,41,100.0,5,7.817789661184516e+29,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,nan,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,884182654273681.0,2010,January
10270,43,96.84,8,9.040363450290774e+28,7/19/2004 0:00,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,300671971595138.44,2011,January
10280,24,100.0,1,3.778883617144444e+27,8/17/2004 0:00,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,Amica Models & Co.,011-4988555,Via Monte Bianco 34,nan,Torino,nan,10100,Italy,EMEA,Accorti,Paolo,Small,61472624941061.73,2012,January
10291,41,100.0,10,2.3326863969494514e+29,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,nan,Boras,nan,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,482978922619761.06,2013,January
10304,46,98.0,5,1.705576717798945e+29,10/11/2004 0:00,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",nan,Versailles,nan,78000,France,EMEA,Tonini,Daniel,Medium,412986285220096.0,2014,January
10312,32,100.0,2,9.345594974583104e+28,10/21/2004 0:00,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,305705658674861.7,2014,January
10322,22,100.0,10,6.592736199930533e+26,11/4/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,nan,Nashua,NH,62005,USA,nan,Young,Valarie,Small,25676324113724.95,2015,January
10333,29,40.25,7,3.445966576875809e+24,11/18/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,6505555787,5557 North Pendale Street,nan,San Francisco,CA,nan,USA,nan,Murphy,Julie,Small,1856331483565.3164,2015,January
10347,42,49.6,5,3.546890124428927e+26,11/29/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,18833189120350.613,2015,January
10357,39,98.0,1,4.5532915753325225e+28,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,213384431843856.0,2016,January
10370,27,100.0,1,5.47946042011731e+28,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,234082473075566.03,2006,January
10381,48,98.0,2,2.397388979200344e+29,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,nan,San Francisco,CA,nan,USA,nan,Brown,Julie,Medium,489631389843456.0,2007,January
10391,29,85.1,10,1.376006431681255e+27,3/9/2005 0:00,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,37094560675134.77,2008,January
10411,27,100.0,8,1.1357579996108511e+28,5/1/2005 0:00,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,nan,Montreal,Quebec,H1J 1C3,Canada,nan,Fresnisre,Jean,Medium,106571947510161.0,2010,January
10424,54,100.0,5,7.078858093486284e+30,5/31/2005 0:00,In Process,2,5,2005,Trucks and Buses,116,S18_1097,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Large,2660612353103376.0,2010,January
10109,26,100.0,4,1.3525158801857737e+29,3/10/2003 0:00,Shipped,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,nan,Philadelphia,PA,71270,USA,nan,Hernandez,Rosa,Medium,367765669983723.94,2006,January
10122,34,100.0,2,3.936350993768424e+29,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,141,S18_1129,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",nan,Marseille,nan,13008,France,EMEA,Lebihan,Laurence,Medium,627403458212371.0,2008,January
10136,25,100.0,2,3.114167421343877e+28,7/4/2003 0:00,Shipped,3,7,2003,Classic Cars,141,S18_1129,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,nan,Toulouse,nan,31000,France,EMEA,Roulet,Annette,Medium,176470037721531.56,2010,January
10148,23,100.0,13,2.8414118736145034e+27,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,141,S18_1129,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,53304895400089.695,2012,January
10161,28,100.0,12,4.036538565076955e+28,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,141,S18_1129,Heintze Collectables,86 21 3555,Smagsloget 45,nan,Aaarhus,nan,8200,Denmark,EMEA,Ibsen,Palle,Medium,200911387558718.4,2013,January
10171,35,100.0,2,1.705576717798945e+29,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,141,S18_1129,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,nan,Montreal,Quebec,H1J 1C3,Canada,nan,Fresnisre,Jean,Medium,412986285220096.0,2014,January
10181,44,100.0,6,7.427020214064572e+29,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,141,S18_1129,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",nan,Bergen,nan,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,861801613717714.8,2014,January
10192,22,100.0,11,1.4086604478380665e+28,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,nan,Nashua,NH,62005,USA,nan,Young,Valarie,Medium,118687002145899.12,2014,January
10204,42,100.0,17,2.134306579494434e+30,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Medium,1460926616738306.2,2015,January
10212,29,100.0,10,9.440600828249013e+28,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,307255607406097.8,2005,January
10225,32,100.0,1,1.77106033536879e+29,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,nan,Gensve,nan,1203,Switzerland,EMEA,Holz,Michael,Medium,420839676761684.4,2006,January
10240,41,100.0,3,1.0078179609951224e+30,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",nan,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,1003901370153025.8,2008,January
10253,26,100.0,5,7.577017434899675e+27,6/1/2004 0:00,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,nan,Liverpool,nan,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,87046065016746.6,2010,January
10266,21,100.0,6,1.6602296751329424e+27,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,141,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,nan,Reggio Emilia,nan,42100,Italy,EMEA,Moroni,Maurizio,Small,40745916054654.39,2011,January
10278,34,100.0,6,2.2539411708278745e+29,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Medium,474756903143901.06,2012,January
10287,41,100.0,4,3.18378229319293e+30,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,nan,Gensve,nan,1203,Switzerland,EMEA,Holz,Michael,Medium,1784315637210224.8,2012,January
10301,37,100.0,8,1.504078578584883e+30,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,141,S18_1129,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",nan,Oslo,nan,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,1226408813807566.8,2013,January
10310,37,100.0,2,2.274937039363234e+30,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,nan,Koln,nan,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,1508289441507575.5,2014,January
10321,41,100.0,10,1.28618779437436e+30,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,nan,New Bedford,MA,50553,USA,nan,Benitez,Violeta,Medium,1134102197500013.8,2015,January
10331,46,100.0,6,2.936697763609044e+30,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,nan,Philadelphia,PA,71270,USA,nan,Hernandez,Rosa,Medium,1713679597710448.2,2015,January
10342,40,100.0,2,3.011944827653525e+30,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,1735495556794521.2,2015,January
10356,43,97.6,8,9.623791069031482e+28,12/9/2004 0:00,Shipped,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,nan,Paris,nan,75508,France,EMEA,Da Cunha,Daniel,Medium,310222356851202.5,2016,January
10365,30,87.06,1,2.1653063042089212e+27,1/7/2005 0:00,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,nan,New Bedford,MA,50553,USA,nan,Tam,Wing C,Small,46532851881320.59,2006,January
10377,35,100.0,2,1.45847820645461e+30,2/9/2005 0:00,Shipped,1,2,2005,Classic Cars,141,S18_1129,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,nan,Helsinki,nan,21240,Finland,EMEA,Karttunen,Matti,Medium,1207674710530368.8,2007,January
10390,36,93.77,14,1.686286387522758e+28,3/4/2005 0:00,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,129857090200064.08,2008,January
10406,61,100.0,3,2.419635347218423e+31,4/15/2005 0:00,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,nan,Kobenhavn,nan,1734,Denmark,EMEA,Petersen,Jytte,Large,4918978905442087.0,2009,January
10419,38,100.0,5,1.5775396212934184e+29,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,nan,Salzburg,nan,5020,Austria,EMEA,Pipps,Georg,Medium,397182529990106.5,2010,January
10102,39,100.0,2,2.857193654036867e+29,1/10/2003 0:00,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Medium,534527235418071.75,2004,January
10111,33,99.66,6,1.3686064477475928e+28,3/25/2003 0:00,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,6505555787,5557 North Pendale Street,nan,San Francisco,CA,nan,USA,nan,Murphy,Julie,Medium,116987454359328.33,2006,January
10125,32,100.0,1,1.2592415958199242e+28,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,112215934511098.92,2008,January
10139,31,100.0,7,1.0587905142427632e+28,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,102897546824147.52,2010,January
10149,50,100.0,4,1.4833028884621278e+30,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,nan,Brisbane,CA,94217,USA,nan,Taylor,Sue,Medium,1217909228334414.0,2012,January
10162,48,91.44,2,1.3772717455134618e+29,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,nan,San Francisco,CA,nan,USA,nan,Brown,Julie,Medium,371116120037039.3,2013,January
10173,43,100.0,6,4.138054005811807e+29,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Medium,643277079166653.2,2014,January
10182,25,87.33,3,5.1621158944425015e+26,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,22720290258802.816,2014,January
10193,28,100.0,7,8.681521302803276e+27,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,nan,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,93174681661936.88,2014,January
10205,36,100.0,2,3.7931021622135633e+28,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,194758880727261.4,2015,January
10215,27,89.38,10,1.1503577319206068e+27,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,nan,Burbank,CA,94019,USA,nan,Thompson,Steve,Small,33916923974921.53,2005,January
10227,25,100.0,3,5.794151908055187e+27,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",nan,Lyon,nan,69004,France,EMEA,Saveley,Mary,Small,76119326770900.88,2007,January
10244,40,100.0,7,2.320216122961103e+29,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,481686217672989.2,2008,January
10256,34,95.55,2,1.2407288120182988e+28,6/8/2004 0:00,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,nan,Kobenhavn,nan,1734,Denmark,EMEA,Petersen,Jytte,Medium,111388007075191.84,2010,January
10280,50,100.0,9,5.679613169727375e+29,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Amica Models & Co.,011-4988555,Via Monte Bianco 34,nan,Torino,nan,10100,Italy,EMEA,Accorti,Paolo,Medium,753632083295780.0,2012,January
10289,38,100.0,2,1.8958045015374373e+29,9/3/2004 0:00,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",nan,Bergen,nan,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,435408371708381.06,2013,January
10304,37,95.55,13,2.4403904885966583e+28,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",nan,Versailles,nan,78000,France,EMEA,Tonini,Daniel,Medium,156217492253481.6,2014,January
10312,43,89.38,10,4.7606959700829365e+28,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,218190191577965.7,2014,January
10322,43,86.3,14,3.596118633352809e+28,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,nan,Nashua,NH,62005,USA,nan,Young,Valarie,Medium,189634349033945.03,2015,January
10332,46,95.13,15,1.3446294763478823e+29,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,nan,Manchester,nan,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,366691897421784.1,2015,January
10346,42,36.11,3,2.7990730358124392e+25,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Small,5290626650797.086,2015,January
10356,50,50.18,9,1.5703819343982453e+27,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,102,S18_1342,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,nan,Paris,nan,75508,France,EMEA,Da Cunha,Daniel,Small,39628044796561.0,2016,January
10369,44,100.0,8,5.315464369445042e+31,1/20/2005 0:00,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Collectables For Less Inc.,6175558555,7825 Douglas Av.,nan,Brickhaven,MA,58339,USA,nan,Nelson,Allen,Large,7290723125620011.0,2006,January
10380,27,93.16,13,1.6023078197122737e+27,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,40028837351492.91,2007,January
10391,35,100.0,2,8.987836959491155e+29,3/9/2005 0:00,Shipped,1,3,2005,Vintage Cars,102,S18_1342,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,948042032796603.1,2008,January
10422,51,95.55,2,3.179852240489087e+29,5/30/2005 0:00,In Process,2,5,2005,Vintage Cars,102,S18_1342,Diecast Classics Inc.,2155551555,7586 Pompton St.,nan,Allentown,PA,70267,USA,nan,Yu,Kyung,Medium,563901785818158.9,2010,January
10102,41,50.14,1,3.189668068530056e+26,1/10/2003 0:00,Shipped,1,1,2003,Vintage Cars,53,S18_1367,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Small,17859641845597.17,2004,January
10111,48,49.06,5,9.456931645309312e+26,3/25/2003 0:00,Shipped,1,3,2003,Vintage Cars,53,S18_1367,Mini Wheels Co.,6505555787,5557 North Pendale Street,nan,San Francisco,CA,nan,USA,nan,Murphy,Julie,Small,30752124553125.29,2006,January
10126,42,54.99,17,8.09588034228306e+26,5/28/2003 0:00,Shipped,2,5,2003,Vintage Cars,53,S18_1367,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",nan,Madrid,nan,28023,Spain,EMEA,Sommer,Mart¡n,Small,28453260520163.695,2008,January
10139,49,43.13,6,3.979278224880604e+26,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,53,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,19948128295357.95,2010,January
10149,30,58.22,3,8.660593337809499e+25,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,53,S18_1367,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,nan,Brisbane,CA,94217,USA,nan,Taylor,Sue,Small,9306230890005.63,2012,January
10162,45,51.21,1,7.953134312495996e+26,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,nan,San Francisco,CA,nan,USA,nan,Brown,Julie,Small,28201301942456.48,2013,January
10173,48,44.21,5,4.112387384972148e+26,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Small,20279022128722.45,2014,January
10182,32,54.45,2,8.495381752253663e+25,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,9217039520504.219,2014,January
10193,46,53.37,6,1.3195938288628876e+27,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,53,S18_1367,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,nan,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,36326214072799.93,2014,January
10205,48,63.61,1,7.553236160459867e+27,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,53,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,86909356000719.89,2015,January
10215,33,43.13,9,1.6840197641101458e+25,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,53,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,nan,Burbank,CA,94019,USA,nan,Thompson,Steve,Small,4103680986760.7227,2005,January
10227,31,48.52,2,2.6197502364688847e+25,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,53,S18_1367,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",nan,Lyon,nan,69004,France,EMEA,Saveley,Mary,Small,5118349574295.297,2007,January
10244,20,58.22,6,3.379228615270894e+24,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,53,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,1838267830124.5698,2008,January
10256,29,51.75,1,2.5731601456858264e+25,6/8/2004 0:00,Shipped,2,6,2004,Vintage Cars,53,S18_1367,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,nan,Kobenhavn,nan,1734,Denmark,EMEA,Petersen,Jytte,Small,5072632596281.566,2010,January
10280,27,57.68,8,3.4602870463350453e+25,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,53,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,nan,Torino,nan,10100,Italy,EMEA,Accorti,Paolo,Small,5882420459585.531,2012,January
10289,24,56.07,1,1.0753117279338705e+25,9/3/2004 0:00,Shipped,3,9,2004,Vintage Cars,53,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",nan,Bergen,nan,N 5804,Norway,EMEA,Oeztan,Veysel,Small,3279194608335.819,2013,January
10304,37,48.52,12,1.0788973592231226e+26,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",nan,Versailles,nan,78000,France,EMEA,Tonini,Daniel,Small,10386998407736.1,2014,January
10312,25,44.21,9,2.2268152591247024e+24,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,1492251741203.4414,2014,January
10322,41,57.68,5,9.783018334606824e+26,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,nan,Nashua,NH,62005,USA,nan,Young,Valarie,Small,31277816954843.293,2015,January
10332,27,89.89,16,1.2039297787372938e+27,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,nan,Manchester,nan,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,34697691259467.016,2015,January
